# Model run (UTC): 2025-12-02 06:00
time_utc,s1_h,s1_p,s1_dir,s1_dirMin,s2_h,s2_p,s2_dir,s2_dirMin,s3_h,s3_p,s3_dir,s3_dirMin,s4_h,s4_p,s4_dir,s4_dirMin,s5_h,s5_p,s5_dir,s5_dirMin,s6_h,s6_p,s6_dir,s6_dirMin,s1_impact,s2_impact,s3_impact,s4_impact,s5_impact,s6_impact
2025-12-05T08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,291.7,287.2,1.9,8.0,183.5,165.9,0.5,18.0,301.6,296.6,0.0,0.0,0.0,0.117,0.615,0.229
2025-12-05T09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,291.5,286.9,1.9,8.0,180.2,162.1,0.5,18.0,301.2,296.3,0.0,0.0,0.0,0.112,0.594,0.254
2025-12-05T10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,291.6,287.1,1.9,8.0,177.6,159.2,0.6,18.0,300.8,295.9,0.0,0.0,0.0,0.102,0.587,0.272
2025-12-05T11:00:00+00:00,1.6,7.0,191.7,181.0,0.0,0.0,0.0,0.0,0.9,5.0,116.1,105.0,0.2,11.0,291.2,286.4,0.0,0.0,0.0,0.0,0.6,17.0,300.6,295.7,0.584,0.0,0.0,0.097,0.0,0.292
2025-12-05T12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,291.0,286.2,1.9,7.0,171.4,152.5,0.6,17.0,300.3,295.5,0.0,0.0,0.0,0.099,0.541,0.318
2025-12-05T13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,290.5,285.8,1.9,7.0,168.2,149.2,0.7,17.0,300.1,295.3,0.0,0.0,0.0,0.096,0.537,0.325
2025-12-05T14:00:00+00:00,1.4,7.0,191.6,182.6,0.0,0.0,0.0,0.0,1.2,5.0,124.1,110.7,0.2,11.0,290.8,286.0,0.0,0.0,0.0,0.0,0.7,16.0,299.8,295.1,0.533,0.0,0.02,0.096,0.0,0.324
2025-12-05T15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.0,160.3,140.9,0.7,16.0,299.2,294.4,0.0,0.0,0.0,0.0,0.525,0.408
2025-12-05T16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,157.6,138.6,0.8,16.0,299.0,294.3,0.0,0.0,0.0,0.0,0.523,0.41
2025-12-05T17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.0,157.2,138.4,0.8,16.0,298.9,294.2,0.0,0.0,0.0,0.0,0.49,0.439
2025-12-05T18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.0,157.2,138.5,0.8,16.0,298.7,294.1,0.0,0.0,0.0,0.0,0.482,0.446
2025-12-05T19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.0,156.7,137.7,0.8,16.0,298.5,293.9,0.0,0.0,0.0,0.0,0.471,0.455
