time_utc,s1_hs,s1_tp,s1_dir,s1_dir_txt,s2_hs,s2_tp,s2_dir,s2_dir_txt,s3_hs,s3_tp,s3_dir,s3_dir_txt,s4_hs,s4_tp,s4_dir,s4_dir_txt,bfi
2025-11-30 18:00:00,,,,,,,,,,,,,,,,,0.162841796875
